source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-hosts-white-nationalist-approved-students-ye-organizer-complain-about
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/anti-democratic-efforts-silence-trans-lawmakers-and-allies-echo-right
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-covenant-school-shooting
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/anti-choice-group-using-tiktok-promote-abortion-clinic-harassment
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/two-reported-co-conspirators-trumps-alleged-coup-plot-are-organizations
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/jesse-watters-bringing-his-egregious-brand-climate-denial-8pm-hour
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/major-us-newspapers-uncritically-amplify-elon-musks-claims-champion-free-speech-77-their
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_4d8FjWc_MIbsse_xxJ0UlfUFkUthDvgLk-5p9LHebGQ.css
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/carriage-fees
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://www.eenews.net/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/07/31/the-next-bank-battles-00108931
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/private-equity-hedge-funds-brace-for-coming-sec-overhaul-78aa672d?mod=hp_lead_pos5
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/california-climate?cid=CAClimate_NLs
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/white-house-moves-to-blame-trump-as-markets-shrug-at-fitch-downgrade-00109386
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/capital-city
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/562572548;372034731;j
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2023/01/sec-set-to-repropose-conflict-of-interest-prohibitions-for-abs-market-00079287
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/sharer/sharer.php?u=https://politi.co/3qlwNWn
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/08/03/a-new-regulatory-rift-00109548
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/broke-state-gop-parties-across-the-country-00109387
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#83f0f0f6f7f7ecedc3f3ecefeaf7eae0ecade0ecee
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/resource/0000017e-7fd1-d4e5-adfe-7ff9f1280001/styleguide/assets/css/style-core.js.1f8009a7c48ff327a82db7fd47395513.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/column-on-politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2024-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2023/08/02/business/larry-fink-saudi-arabia-oil-blackrock.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://twitter.com/intent/tweet?url=https://politi.co/3qlwNWn&amp;text=A new regulatory rift&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/altitude
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/west-wing-playbook
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2023/08/former-bank-ceo-set-to-head-kansas-city-fed-00109438
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/trump-indictment-republican-reaction-00109359
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/justin-trudeau-wife-separation-00109437
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2023/08/senators-urge-treasury-irs-to-release-crypto-tax-regulations-00109415
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/minutes/congress/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/f/?id=00000189-bb8a-d1b8-adff-fbce00910000
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-nightly
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/trump-judge-tanya-chutkan-00109342
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts/tech?cid=mkt_techpod_NLs
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/sam-sutton
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/column-tomorrow
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/562594938;371704375;x
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/zachary-warmbrodt
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/08/01/credit-markets-are-tightening-private-equity-will-feel-the-squeeze-00109129
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/legal
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/interactives/2023/republican-candidates-2024-gop-presidential-hopefuls-list/
https://www.politico.com/tipsheets/morning-money	https://apolloacademy.com/40-of-russell-2000-have-negative-earnings/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/press/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#1e64697f6c737c6c717a6a5e6e7172776a777d71307d7173
https://www.politico.com/tipsheets/morning-money	https://legislation.politicopro.com/bill/US_118_HR_4763/pro-bill-analysis/00000189-b701-db28-a589-b7d1c3300002?source=email
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/2023/08/02/jpmorgan-ceo-jamie-dimon-calls-fitch-ratings-us-downgrade-ridiculous-but-says-doesnt-really-matter.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/08/02/the-downgrade-does-it-matter-00109336
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2023-08-02/bofa-joins-fed-in-reversing-recession-call-amid-growing-optimism?sref=17aozLHf
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://s3.amazonaws.com/files.consumerfinance.gov/f/documents/cfpb_joint-ec-cfpb-press-statement_2023-07.pdf
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/labor
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/f/?id=00000189-b82c-db28-a589-bdfcc3920000
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/politicopicks.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/foreign-affairs
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/562594935;371704372;r
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2023/08/former-consumer-bankers-ceo-joins-electronic-payments-coalition-00109450
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/08/02/trumps-indictment-for-jan-6-turns-mike-pence-into-a-litmus-test-00109510
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/california
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/pro-reporting/?cid=promkt_20q1_corenews_act_money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money#icon-search
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/uk
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-weekend
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/americas-fiscal-time-bomb-ticks-even-louder-e2934f65?mod=hp_lead_pos1
https://www.politico.com/tipsheets/morning-money	https://www.sec.gov/news/press-release/2023-17
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/corrections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/07/28/warren-crypto-plan-draws-manchin-big-banks-00108702
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/markets/us/wall-st-futures-tumble-after-fitch-downgrades-top-tier-us-rating-2023-08-02/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/the-recast
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/declan-harty
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2023-08-02/treasury-10-year-yield-flirts-with-highest-level-since-november?sref=17aozLHf
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://discord.gg/jkzeudubQV
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://www.doppler.com/?utm_campaign=github_repo&amp;utm_medium=referral&amp;utm_content=regex101&amp;utm_source=github
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/653.8eb7aa021aa1417c05e6.css
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/flavors.md
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/static/bundle.57382ba6ff64f5845268.css
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	http://whatismarkdown.com/
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/changelog.md
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://fonts.gstatic.com
